comment,toxic,threat,insult,discrimination,clean_comment,tokens
"Jéské Couriano  is a stupid faggot!!!! 

Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!Jéské Couriano  is a stupid faggot!!!!",1,0,1,1,"jéské couriano  is a stupid faggot 

jéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggotjéské couriano  is a stupid faggot","['jéské', 'couriano', 'stupid', 'faggot', 'jéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggotjéské', 'couriano', 'stupid', 'faggot']"
"By the way, I see you can't help but whine to others about how my words are affecting the last few brain cells you seem to have held on to. Fuckin' pussy.",1,0,0,0,by the way i see you cant help but whine to others about how my words are affecting the last few brain cells you seem to have held on to fuckin pussy,"['way', 'help', 'whine', 'words', 'affecting', 'brain', 'cells', 'held', 'fuckin', 'pussy']"
"FUCK U ALL 

FUCK U ALL",1,0,1,0,"fuck u all 

fuck u all","['fuck', 'u', 'fuck', 'u']"
"Dennis Bratland is a homophob british bastard who dislikes Germany, a typicial british asshole with homophob thinking. 188.96.228.73",1,0,1,1,dennis bratland is a homophob british bastard who dislikes germany a typicial british asshole with homophob thinking 1889622873,"['dennis', 'bratland', 'homophob', 'british', 'bastard', 'dislikes', 'germany', 'typicial', 'british', 'asshole', 'homophob', 'thinking', '1889622873']"
Also bring back the brendle article you piece of shit.,1,0,1,0,also bring back the brendle article you piece of shit,"['bring', 'brendle', 'article', 'piece', 'shit']"
""" Finally, there were some tags prompted immediate change.-(talk) """,0,0,0,0, finally there were some tags prompted immediate changetalk ,"['finally', 'tags', 'prompted', 'immediate', 'changetalk']"
"You dodged my request for libel about me to be removed. Furthermore, TPIRFanSteve has proven to be a stalker, and you are allowing it. I'd like another admin. to handle this as it appears you are not impartial to the situation.",0,0,0,0,you dodged my request for libel about me to be removed furthermore tpirfansteve has proven to be a stalker and you are allowing it id like another admin to handle this as it appears you are not impartial to the situation,"['dodged', 'request', 'libel', 'removed', 'furthermore', 'tpirfansteve', 'proven', 'stalker', 'allowing', 'id', 'like', 'admin', 'handle', 'appears', 'impartial', 'situation']"
". As you may have guessed, I have never done anything of this sort before",0,0,0,0, as you may have guessed i have never done anything of this sort before,"['guessed', 'sort']"
"also do not vandilise streets when you feel like it because Phillip Trueman is a homosexual.
.",1,0,0,1,"also do not vandilise streets when you feel like it because phillip trueman is a homosexual
","['vandilise', 'streets', 'feel', 'like', 'phillip', 'trueman', 'homosexual']"
Notre Dame just announced that Charlie Wies has been fired as the head coach of the Notre Dame football program. Somebody should probably edit the main Notre Dame Football page.,0,0,0,0,notre dame just announced that charlie wies has been fired as the head coach of the notre dame football program somebody should probably edit the main notre dame football page,"['notre', 'dame', 'just', 'announced', 'charlie', 'wies', 'fired', 'head', 'coach', 'notre', 'dame', 'football', 'program', 'somebody', 'probably', 'edit', 'main', 'notre', 'dame', 'football', 'page']"
you are gay gay gay gay gay gay,1,0,1,1,you are gay gay gay gay gay gay,"['gay', 'gay', 'gay', 'gay', 'gay', 'gay']"
"""
Did you read how the posts were worded?  And you can honestly state that those posts were """"worded neutrally"""" as is required by the guideline?  Really?????? """,0,0,0,0,"
did you read how the posts were worded  and you can honestly state that those posts were worded neutrally as is required by the guideline  really ","['did', 'read', 'posts', 'worded', 'honestly', 'state', 'posts', 'worded', 'neutrally', 'required', 'guideline', 'really']"
"Fuck you, you piece of shit 

Fuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of shitFuck you, you piece of sh",1,0,1,0,"fuck you you piece of shit 

fuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of shitfuck you you piece of sh","['fuck', 'piece', 'shit', 'fuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'shitfuck', 'piece', 'sh']"
