comment,toxic,threat,insult,discrimination
"Say what? 
TAB 
Bitch, are you for real? Motherfucker comes up and removes my motherfucking comments? Son of a bitch son, that's not right at all. Fuck, that's not even right in Cuba. Someone needs to learn their ass some motherfucking restraint and common sense. Bitchass niggas can't be coming around removing people's opinions and shit, that's the motherfucking gestapo's job. If motherfuckers think this the way to do things right, than you motherfuckers need to step off and learn some shit, cause the way the to do shit right, ain't erasing the fucking words.  

 You motherfucking crazy son?  You wearing blacked glasses?  I just tell you you're being the motherfucking thought police and you keep motherfucking doing it?  Shit, that's not right.  Maybe your bitchass needs to chill the fuck out some time.  Christ on crutches, it's fucking words kid, they ain't fucking hurting you.  You fucking bleeding son?  I didn't fucking think so.",1,0,1,1
"love 

hi may i have hershys ?",0,0,0,0
", 21 September 2009 (UTC)
Thank you for the notice.  18:51",0,0,0,0
"Well I have looked at  reference No 3 and it is some American dictionary. Ajay, since when has such a reference become an authoritative statement on the origins of Singh let alone any other historical fact? I see no basis for you suggestion.",0,0,0,0
"Of course, now you're in a dilemma, aren't you?  Because if you report me, it'll mean the accusations I'm leveling get looked at, and even if you can make them look bad, you do not want that even getting considered.  So what are you going to do?  Try and intimidate me from airing the scheme you guys are using, and hope this never sees the light of admin day?  Try and get me banned for some frivolous technicality and hope the admins won't listen to me afterwards as a result?  Try and get this deleted somehow and covered up before anyone sees?  I can only see so many options for you, and am expecting all of them.",0,0,0,0
"""
Wow, thanks for the barnstar! My second one in a week. ) '''16 """,0,0,0,0
fuck u u stupid fagget block me i dare u,1,0,1,0
"Sesond attack for ToonLucas22
, you're a fucking shit, stop blocking me, Fuck you, since my account named Morty Smith 2.0 was blocked.",1,0,1,0
"Jasveer Jatia 

Jasveer Jatia, an inspiration to all..... He was interseted in web since he was 14 years. At the age of 16 he created his own website free with his own html, php & javascript codes. His aim is to become a web engineer & developer and also at the same time a software/game engineer",0,0,0,0
"?

UNBLOCK ME!!!

EURYALUS, YOU ASSHOLE! SANDBAGGER!!!

UNBLOCK ME ALREADY!!!",1,0,1,0
I know it's almost a year after the fact...but the fact is most banks do that. Happened to me when I was at another bank.,0,0,0,0
"""

What a curious block. I restored the original sources about those figures because somebody recently replaced them with sources that do not even talk about those figures. And I included the source about the 3 million Portuguese in São Paulo, because the user """"Ninguém"""" included a """"fact tag"""" there. Curiously, the user """"Ninguém"""" reverted the original sources I included. Then, he's the one who started the edit-warring.

Isn't """"vandalism"""" to reverte an user that replaced a """"fact tag"""" with a source and restored the original sources that have been there since a long time, but somebody replaced them? I gave the source about the Portuguese, and """"Ninguém"""" replace the source once again with a """"fact tag"""" and he also reverted to the """"new"""" sources which are from a not reliable site, including the one about the Portuguese which do not even talk about the figure. 

I included the source which does talk about 3 million Portuguese and it was reverted by """"Ninguém"""" without any explaination. Isn't vandalism to erase a source and replace it with a """"fact tag""""? If this is not vandalism, if it's a normal edit to erase sources and replace them with fact tags, please tell me.   """,0,0,0,0
"Discussion 

Hey. I just wanted to say that, in a discussion that I think was overall filled with a lot of silly arguing and unjustified bittnerness, the back and forth we just had at Talk:Worcester was refreshing in its civility and for what I feel was a pretty rational discussion of the points. Thanks for that! (let's chat)",0,0,0,0
"There was much more you revertis than juste the Punic. If you wish changi that, then changu that alone, but anyway, you must discuss the changes on the talk-page first. I not introduce the idea that it is Punic - I am clarifying what the article already sayas. 78.149.202.191",0,0,0,0
I should be unblocked cos Alex aka skater is actually gay as my mate olly bummed him last night!!!,1,0,0,0
"I feel sorry for you, small penised foreign dog! Defending absolute scum like Mao, Jiang, and Deng ensures you are a brainwashed fag lost in China's past.

It will take 200 years before Chinese people from the Mainland become clean, respectable, wise human beings.

Right now they are money worshipping slaves whose minds are lost to propaganda and distorted logic.

How sad! Such a great civilization destroyed by a band of gangsters!",1,0,1,1
"why are u the way u are? 

ur a little bitch, why did u delete tylers wikipedia. you are probably gayer than him. go to hell",1,0,1,1
I think User.A.Shetty785 did that.,0,0,0,0
"Statement on Senate Passage of Immigration Reform Bill],",0,0,0,0
"Your intelligence, insight, and manners are quite poor. And YOU'RE the vandal, obviously. Don't waste my time, loser.",1,0,1,0
"WHO CARES ABOUT A BUNCH OF DIRTY MONKEYS FROM HAITI. MONCRIEF, WHAT ARE YOU A JEW?.",1,0,1,1
"bite me 

that is all.  cunt198.111.56.230",1,0,0,0
And now he's harrasing and threatening an admin here.  So what can be done to stop his range of ip's?,0,0,0,0
"This is not the place to congratulate me on basic things any monkey can do. If you have criticism of me, speak honestly and plainly, and without worry for my interpretation of some half-baked Wikipedia policy requiring an insincere simulacrum of civility.",0,0,0,0
"Zap 

Thanks for keeping an eye on the Zap related articles. As you may have noticed the exact same editor (albeit with a different dynamic IP address from the same ISP) seems to be on a crusade to censor and spam the articles with corporate marketing BS. He/she is undoubtedly an employee of Zap - obvious from the location of the IP address range, the style of the editing, and the fact that the ISP is in the same part of China as Jonway. Perhaps all this evidence is enough to go for semi-protection of all the Zap articles (or at the least the main article and the Zap Alias) to stop this interference and COI/spamming. What do you think?",0,0,0,0
"Unblock me now you piece of shit! Or I will find you and kill you, slowly and painfully!",1,1,1,0
"""

From the Hood quote it certainly looks as though it's altered enough (and both versions were successful enough) for each to have a separate article - that's one issue. (Although I do wonder about the 1983 Sadler's Wells version. If it had a new book and lyrics, it clearly wasn't Hood and Ross's version - so is it a version of Count, or of Graf? Does anyone know about the music?)

As for the other - I'd say it's definitely an operetta. Unless we can prove some substantial alteration of the music - style, vocal range, whatnot - it's the music from an operetta, and the show is an operetta.

On an unrelated note, doesn't anyone who's already worked on this article know how the plot resolves? """"Things work out okay and there's pretty music"""" isn't quote what one hopes to get out of a synopsis.""",0,0,0,0
"No, thank you Mr. Bot, sir.  I simply cropped someone else's image, and if it's no longer in use, I guess you should bomb it back to the Stone Age.  No objections from me, Monsieur Bot-san.",0,0,0,0
"MONGO is a wanker!

MONGO drinks semen while editing someone elses page! That dick!

MONGO is a homosexual crybaby!

MONGO is a motherfcuker!!

MONGO gets anal and oral every night from a five year old pig!

Wayward likes cocks!

Wayward likes teeth in his crust!",1,0,1,1
"Buck Winston  

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Fuck you, I won't do what you tell me

Motherfucker

Ugh",1,0,1,0
"You've just shown up on my radar.  You have been a busy little bee.  You like to believe that you know the truth and think that others do not.  You are wrong.  I'll be seeing you, again.  I HAVE NOTHING BUT TIME.   108.89.192.169",0,0,0,0
"}}
{{WikiProject Elections and Referendums",0,0,0,0
"Yeah, I think that's a five. Thanks for the reply! ^^^",0,0,0,0
"""The Bulgarians were never tengriists, neither we worshipped Tengri, tengriism is a primitive shamanism and has absolutely nothing in common with our pagan pre-christian beliefs. The Bulgarians were early Zoroastrians - the cult to the Sun and the Fire, we were building fire temples like the Persian ones. There is not even one evidence to support the thesis that we were tengriists or that we called the god with the name Tangra/Tengri. In fact there is this evidence by the Persian scholar Al-Balkhi that says: """"I heard the Bulgarians call the Creator with the name Edfu and when I asked them how they﻿ call their idol, they answered Fa."""" - Al-Balkhi, a persian scholar lived in the 9th century. (M. Tahir, Le livre de la creation de el-Balhi. Paris, 1899, v. IV, p. 56).
Articles like this one filled with turkish crap and administrated by primitive psycho-sick people like this jingby makes wikipedia look highly unreliable, now I understand why it is forbidden to be cited in scientific and academical studies and universities.

""",0,0,0,0
"I shall look forward to the day I hear of your death, and I intend to continue terrorizing you and make your life a living hell you nasty little stupid Mexican faggot.",1,0,1,1
Jack Greenmaven is a faggot.,1,0,1,0
""":Aucaman, again I ask you not to label my posts under """"harassments"""" - labelling is against wiki spirits. Please assume good faith, I came here and saw you are blocked and you don't think it was just - so I tried to explain it.

Feel free to criticise my behaviour on wikipedia - I am learning same as you, although I do see myself as a critic when it comes to Wikipedia's power strucutre (as posted on my blog), but these are the current rules and we should follow them. Where in Iran are you from, may I ask? and do you live there?  

""",0,0,0,0
"""

NAZI WIKIPEDIA ADMINS
EVERYONE KNOWS THEY LOCK THESE ARTICLES SO ONLY THE LIBERAL NAZI WIKI ADMINS CAN CHANGE THE INFORMATION. THIS SITE IS THE WORSE WHEN IT COMES TO BEING FAIR!! ALL THE ADMINS VOTE THEIR FRIENDS IN AS ADMINS. IT IS A BIASED WEBSITE AND THEY DO NOT ALLOW INFORMATION THAT ALLOWS THEIR POLITICAL CANDIDATES TO LOOK BAD. THIS IS WHAT THEY DO IN CHINA AND NOW ON WIKIPEDIA.   —Preceding unsigned comment added by 199.209.144.211   """,1,0,0,0
"Hello I would like to raise a concern that there are two vandals User:Noclador & User:MrMacMan they have been editing all articles that have to do with the Albanian military non are correct I have been blocked in two occasions for no reason, I have tried talking with them and reasoning with them but they are not listening they even changed the my words that I put in their discussion are to seem like I was attacking them so I would get banned, I would really appreciate if you take some action against these users, they have only provided one source for their edit that is 3 years old and even that does not match with he figures and information they have given, in their source it states that Albania operates 375 tanks and User:Noclador wrote that the tank inventory is only 79 which does not match at all with his source, every time I fix the information so it matches with his source he reverts it, I also have added the PVO banner because me and some other people do not agree with their sources and they keep removing it.

I have cities all of my edits but for some reason they keep changing them with older information and as it ways in the wikipedia dispute article you should give let them have their wary and I am letting them use their source for now but they can at least quote their source correctly and not make number from the top of their heads.",0,0,0,0
